component_id_dec,component_id_hex,graphics_bank,source_addr,top_row_bytes,bottom_row_bytes,nonzero_bytes,referenced_by_gobj_metadata,example_gobj_ids,replacement_risk
985,$3D9,$8B,$8BE640,$8BE640-$8BE67F,$8BE840-$8BE87F,71,0,,unknown
986,$3DA,$8B,$8BE680,$8BE680-$8BE6BF,$8BE880-$8BE8BF,70,0,,unknown
987,$3DB,$8B,$8BE6C0,$8BE6C0-$8BE6FF,$8BE8C0-$8BE8FF,64,0,,unknown
988,$3DC,$8B,$8BE700,$8BE700-$8BE73F,$8BE900-$8BE93F,55,0,,unknown
989,$3DD,$8B,$8BE740,$8BE740-$8BE77F,$8BE940-$8BE97F,70,0,,unknown
990,$3DE,$8B,$8BE780,$8BE780-$8BE7BF,$8BE980-$8BE9BF,42,0,,unknown
991,$3DF,$8B,$8BE7C0,$8BE7C0-$8BE7FF,$8BE9C0-$8BE9FF,8,0,,unknown
992,$3E0,$8B,$8BE800,$8BE800-$8BE83F,$8BEA00-$8BEA3F,51,0,,unknown
993,$3E1,$8B,$8BE840,$8BE840-$8BE87F,$8BEA40-$8BEA7F,20,0,,unknown
994,$3E2,$8B,$8BE880,$8BE880-$8BE8BF,$8BEA80-$8BEABF,64,0,,unknown
995,$3E3,$8B,$8BE8C0,$8BE8C0-$8BE8FF,$8BEAC0-$8BEAFF,49,0,,unknown
996,$3E4,$8B,$8BE900,$8BE900-$8BE93F,$8BEB00-$8BEB3F,50,0,,unknown
997,$3E5,$8B,$8BE940,$8BE940-$8BE97F,$8BEB40-$8BEB7F,65,0,,unknown
998,$3E6,$8B,$8BE980,$8BE980-$8BE9BF,$8BEB80-$8BEBBF,27,0,,unknown
999,$3E7,$8B,$8BE9C0,$8BE9C0-$8BE9FF,$8BEBC0-$8BEBFF,37,0,,unknown
1000,$3E8,$8B,$8BEA00,$8BEA00-$8BEA3F,$8BEC00-$8BEC3F,113,0,,unknown
1001,$3E9,$8B,$8BEA40,$8BEA40-$8BEA7F,$8BEC40-$8BEC7F,33,0,,unknown
1002,$3EA,$8B,$8BEA80,$8BEA80-$8BEABF,$8BEC80-$8BECBF,119,0,,unknown
1003,$3EB,$8B,$8BEAC0,$8BEAC0-$8BEAFF,$8BECC0-$8BECFF,109,0,,unknown
1004,$3EC,$8B,$8BEB00,$8BEB00-$8BEB3F,$8BED00-$8BED3F,109,0,,unknown
1005,$3ED,$8B,$8BEB40,$8BEB40-$8BEB7F,$8BED40-$8BED7F,119,0,,unknown
1006,$3EE,$8B,$8BEB80,$8BEB80-$8BEBBF,$8BED80-$8BEDBF,14,0,,unknown
1007,$3EF,$8B,$8BEBC0,$8BEBC0-$8BEBFF,$8BEDC0-$8BEDFF,97,0,,unknown
1008,$3F0,$8B,$8BEC00,$8BEC00-$8BEC3F,$8BEE00-$8BEE3F,123,0,,unknown
1009,$3F1,$8B,$8BEC40,$8BEC40-$8BEC7F,$8BEE40-$8BEE7F,34,0,,unknown
1010,$3F2,$8B,$8BEC80,$8BEC80-$8BECBF,$8BEE80-$8BEEBF,120,0,,unknown
1011,$3F3,$8B,$8BECC0,$8BECC0-$8BECFF,$8BEEC0-$8BEEFF,122,0,,unknown
1012,$3F4,$8B,$8BED00,$8BED00-$8BED3F,$8BEF00-$8BEF3F,121,0,,unknown
1013,$3F5,$8B,$8BED40,$8BED40-$8BED7F,$8BEF40-$8BEF7F,119,0,,unknown
1014,$3F6,$8B,$8BED80,$8BED80-$8BEDBF,$8BEF80-$8BEFBF,0,0,,lower_candidate
1015,$3F7,$8B,$8BEDC0,$8BEDC0-$8BEDFF,$8BEFC0-$8BEFFF,115,0,,unknown
1016,$3F8,$8B,$8BEE00,$8BEE00-$8BEE3F,$8BF000-$8BF03F,61,0,,unknown
1017,$3F9,$8B,$8BEE40,$8BEE40-$8BEE7F,$8BF040-$8BF07F,14,0,,unknown
1018,$3FA,$8B,$8BEE80,$8BEE80-$8BEEBF,$8BF080-$8BF0BF,120,0,,unknown
1019,$3FB,$8B,$8BEEC0,$8BEEC0-$8BEEFF,$8BF0C0-$8BF0FF,62,0,,unknown
1020,$3FC,$8B,$8BEF00,$8BEF00-$8BEF3F,$8BF100-$8BF13F,68,0,,unknown
1021,$3FD,$8B,$8BEF40,$8BEF40-$8BEF7F,$8BF140-$8BF17F,59,0,,unknown
1022,$3FE,$8B,$8BEF80,$8BEF80-$8BEFBF,$8BF180-$8BF1BF,6,0,,unknown
1023,$3FF,$8B,$8BEFC0,$8BEFC0-$8BEFFF,$8BF1C0-$8BF1FF,55,0,,unknown
