old_label,new_label,scope,pass
CODE_81E910,Bank81_HeldItemMapActionBranch_81E910,bank_81.asm,Pass70
CODE_81E91C,Bank81_HeldItemMapActionBranch_81E91C,bank_81.asm,Pass70
CODE_81E940,Bank81_HeldItemMapActionBranch_81E940,bank_81.asm,Pass70
CODE_81E95D,Bank81_HeldItemMapActionBranch_81E95D,bank_81.asm,Pass70
CODE_81E969,Bank81_HeldItemMapActionBranch_81E969,bank_81.asm,Pass70
CODE_81E9E2,Bank81_HeldItemMapActionBranch_81E9E2,bank_81.asm,Pass70
CODE_81E9F1,Bank81_HeldItemMapActionBranch_81E9F1,bank_81.asm,Pass70
CODE_81EA02,Bank81_HeldItemMapActionBranch_81EA02,bank_81.asm,Pass70
CODE_81EA11,Bank81_HeldItemMapActionBranch_81EA11,bank_81.asm,Pass70
CODE_81EA1D,Bank81_HeldItemMapActionBranch_81EA1D,bank_81.asm,Pass70
CODE_81EA42,Bank81_HeldItemMapActionBranch_81EA42,bank_81.asm,Pass70
CODE_81EA51,Bank81_HeldItemMapActionBranch_81EA51,bank_81.asm,Pass70
CODE_81EA6B,Bank81_HeldItemMapActionBranch_81EA6B,bank_81.asm,Pass70
CODE_81EA8E,Bank81_HeldItemMapActionBranch_81EA8E,bank_81.asm,Pass70
CODE_81EA9D,Bank81_HeldItemMapActionBranch_81EA9D,bank_81.asm,Pass70
CODE_81EABA,Bank81_HeldItemMapActionBranch_81EABA,bank_81.asm,Pass70
CODE_81EAC6,Bank81_HeldItemMapActionBranch_81EAC6,bank_81.asm,Pass70
CODE_81EAEA,Bank81_HeldItemMapActionBranch_81EAEA,bank_81.asm,Pass70
CODE_81EB07,Bank81_HeldItemMapActionBranch_81EB07,bank_81.asm,Pass70
CODE_81EB13,Bank81_HeldItemMapActionBranch_81EB13,bank_81.asm,Pass70
CODE_81EB8F,Bank81_HeldItemMapActionBranch_81EB8F,bank_81.asm,Pass70
CODE_81EB9B,Bank81_HeldItemMapActionBranch_81EB9B,bank_81.asm,Pass70
CODE_81EBBF,Bank81_HeldItemMapActionBranch_81EBBF,bank_81.asm,Pass70
CODE_81EBCE,Bank81_HeldItemMapActionBranch_81EBCE,bank_81.asm,Pass70
CODE_81EBD4,Bank81_HeldItemMapActionBranch_81EBD4,bank_81.asm,Pass70
CODE_81EBE3,Bank81_HeldItemMapActionBranch_81EBE3,bank_81.asm,Pass70
CODE_81EBEA,Bank81_HeldItemMapActionBranch_81EBEA,bank_81.asm,Pass70
CODE_81EBF1,Bank81_HeldItemMapActionBranch_81EBF1,bank_81.asm,Pass70
CODE_81EBF8,Bank81_HeldItemMapActionBranch_81EBF8,bank_81.asm,Pass70
CODE_81EBFF,Bank81_HeldItemMapActionBranch_81EBFF,bank_81.asm,Pass70
CODE_81EC06,Bank81_HeldItemMapActionBranch_81EC06,bank_81.asm,Pass70
CODE_81EC0D,Bank81_HeldItemMapActionBranch_81EC0D,bank_81.asm,Pass70
CODE_81EC14,Bank81_HeldItemMapActionBranch_81EC14,bank_81.asm,Pass70
CODE_81EC1B,Bank81_HeldItemMapActionBranch_81EC1B,bank_81.asm,Pass70
CODE_81EC22,Bank81_HeldItemMapActionBranch_81EC22,bank_81.asm,Pass70
CODE_81EC29,Bank81_HeldItemMapActionBranch_81EC29,bank_81.asm,Pass70
CODE_81EC64,Bank81_HeldItemMapActionBranch_81EC64,bank_81.asm,Pass70
CODE_81EC7D,Bank81_HeldItemMapActionBranch_81EC7D,bank_81.asm,Pass70
CODE_81EC8C,Bank81_HeldItemMapActionBranch_81EC8C,bank_81.asm,Pass70
CODE_81ECB4,Bank81_HeldItemMapActionBranch_81ECB4,bank_81.asm,Pass70
CODE_81ECD3,Bank81_HeldItemMapActionBranch_81ECD3,bank_81.asm,Pass70
CODE_81ECDF,Bank81_HeldItemMapActionBranch_81ECDF,bank_81.asm,Pass70
CODE_81ED03,Bank81_HeldItemMapActionBranch_81ED03,bank_81.asm,Pass70
CODE_81ED20,Bank81_HeldItemMapActionBranch_81ED20,bank_81.asm,Pass70
CODE_81ED2C,Bank81_HeldItemMapActionBranch_81ED2C,bank_81.asm,Pass70
CODE_81EDA5,Bank81_HeldItemMapActionBranch_81EDA5,bank_81.asm,Pass70
CODE_81EDB4,Bank81_HeldItemMapActionBranch_81EDB4,bank_81.asm,Pass70
CODE_81EDC5,Bank81_HeldItemMapActionBranch_81EDC5,bank_81.asm,Pass70
CODE_81EDD4,Bank81_HeldItemMapActionBranch_81EDD4,bank_81.asm,Pass70
CODE_81EDE0,Bank81_HeldItemMapActionBranch_81EDE0,bank_81.asm,Pass70
CODE_81EE05,Bank81_HeldItemMapActionBranch_81EE05,bank_81.asm,Pass70
CODE_81EE14,Bank81_HeldItemMapActionBranch_81EE14,bank_81.asm,Pass70
CODE_81EE2E,Bank81_HeldItemMapActionBranch_81EE2E,bank_81.asm,Pass70
CODE_81EE51,Bank81_HeldItemMapActionBranch_81EE51,bank_81.asm,Pass70
CODE_81EE60,Bank81_HeldItemMapActionBranch_81EE60,bank_81.asm,Pass70
CODE_81EE7D,Bank81_HeldItemMapActionBranch_81EE7D,bank_81.asm,Pass70
CODE_81EE89,Bank81_HeldItemMapActionBranch_81EE89,bank_81.asm,Pass70
CODE_81EEAD,Bank81_HeldItemMapActionBranch_81EEAD,bank_81.asm,Pass70
CODE_81EECA,Bank81_HeldItemMapActionBranch_81EECA,bank_81.asm,Pass70
CODE_81EED6,Bank81_HeldItemMapActionBranch_81EED6,bank_81.asm,Pass70
CODE_81EF67,Bank81_HeldItemMapActionBranch_81EF67,bank_81.asm,Pass70
CODE_81EF73,Bank81_HeldItemMapActionBranch_81EF73,bank_81.asm,Pass70
CODE_81EF97,Bank81_HeldItemMapActionBranch_81EF97,bank_81.asm,Pass70
CODE_81EFA6,Bank81_HeldItemMapActionBranch_81EFA6,bank_81.asm,Pass70
CODE_81EFAC,Bank81_HeldItemMapActionBranch_81EFAC,bank_81.asm,Pass70
CODE_81EFC7,Bank81_HeldItemMapActionBranch_81EFC7,bank_81.asm,Pass70
CODE_81EFD6,Bank81_HeldItemMapActionBranch_81EFD6,bank_81.asm,Pass70
CODE_81EFE1,Bank81_HeldItemMapActionBranch_81EFE1,bank_81.asm,Pass70
CODE_81F013,Bank81_HeldItemMapActionBranch_81F013,bank_81.asm,Pass70
CODE_81F02F,Bank81_HeldItemMapActionBranch_81F02F,bank_81.asm,Pass70
CODE_81F03B,Bank81_HeldItemMapActionBranch_81F03B,bank_81.asm,Pass70
CODE_81F054,Bank81_HeldItemMapActionBranch_81F054,bank_81.asm,Pass70
CODE_81F060,Bank81_HeldItemMapActionBranch_81F060,bank_81.asm,Pass70
CODE_81F073,Bank81_HeldItemMapActionBranch_81F073,bank_81.asm,Pass70
CODE_81F07A,Bank81_HeldItemMapActionBranch_81F07A,bank_81.asm,Pass70
CODE_81F093,Bank81_HeldItemMapActionBranch_81F093,bank_81.asm,Pass70
CODE_81F0A2,Bank81_HeldItemMapActionBranch_81F0A2,bank_81.asm,Pass70
CODE_81F0BF,Bank81_HeldItemMapActionBranch_81F0BF,bank_81.asm,Pass70
CODE_81F0D2,Bank81_HeldItemMapActionBranch_81F0D2,bank_81.asm,Pass70
CODE_81F0DE,Bank81_HeldItemMapActionBranch_81F0DE,bank_81.asm,Pass70
CODE_81F103,Bank81_HeldItemMapActionBranch_81F103,bank_81.asm,Pass70
CODE_81F112,Bank81_HeldItemMapActionBranch_81F112,bank_81.asm,Pass70
CODE_81F120,Bank81_HeldItemMapActionBranch_81F120,bank_81.asm,Pass70
CODE_81F12F,Bank81_HeldItemMapActionBranch_81F12F,bank_81.asm,Pass70
CODE_81F136,Bank81_HeldItemMapActionBranch_81F136,bank_81.asm,Pass70
CODE_81F13D,Bank81_HeldItemMapActionBranch_81F13D,bank_81.asm,Pass70
CODE_81F14C,Bank81_HeldItemMapActionBranch_81F14C,bank_81.asm,Pass70
CODE_81F169,Bank81_HeldItemMapActionBranch_81F169,bank_81.asm,Pass70
CODE_81F189,Bank81_HeldItemMapActionBranch_81F189,bank_81.asm,Pass70
CODE_81F197,Bank81_HeldItemMapActionBranch_81F197,bank_81.asm,Pass70
CODE_81F1B1,Bank81_HeldItemMapActionBranch_81F1B1,bank_81.asm,Pass70
CODE_81F1CE,Bank81_HeldItemMapActionBranch_81F1CE,bank_81.asm,Pass70
CODE_81F1DA,Bank81_HeldItemMapActionBranch_81F1DA,bank_81.asm,Pass70
CODE_81F1F3,Bank81_HeldItemMapActionBranch_81F1F3,bank_81.asm,Pass70
CODE_81F202,Bank81_HeldItemMapActionBranch_81F202,bank_81.asm,Pass70
CODE_81F211,Bank81_HeldItemMapActionBranch_81F211,bank_81.asm,Pass70
CODE_81F21D,Bank81_HeldItemMapActionBranch_81F21D,bank_81.asm,Pass70
CODE_81F227,Bank81_HeldItemMapActionBranch_81F227,bank_81.asm,Pass70
CODE_81F24C,Bank81_HeldItemMapActionBranch_81F24C,bank_81.asm,Pass70
CODE_81F264,Bank81_HeldItemMapActionBranch_81F264,bank_81.asm,Pass70
CODE_81F2A1,Bank81_HeldItemMapActionBranch_81F2A1,bank_81.asm,Pass70
CODE_81F2BD,Bank81_HeldItemMapActionBranch_81F2BD,bank_81.asm,Pass70
CODE_81F2D9,Bank81_HeldItemMapActionBranch_81F2D9,bank_81.asm,Pass70
CODE_81F2EC,Bank81_HeldItemMapActionBranch_81F2EC,bank_81.asm,Pass70
CODE_81F2F3,Bank81_HeldItemMapActionBranch_81F2F3,bank_81.asm,Pass70
CODE_81F302,Bank81_HeldItemMapActionBranch_81F302,bank_81.asm,Pass70
CODE_81F320,Bank81_HeldItemMapActionBranch_81F320,bank_81.asm,Pass70
CODE_81F32E,Bank81_HeldItemMapActionBranch_81F32E,bank_81.asm,Pass70
CODE_81F348,Bank81_HeldItemMapActionBranch_81F348,bank_81.asm,Pass70
CODE_81F354,Bank81_HeldItemMapActionBranch_81F354,bank_81.asm,Pass70
CODE_81F393,Bank81_HeldItemMapActionBranch_81F393,bank_81.asm,Pass70
CODE_81F3BB,Bank81_HeldItemMapActionBranch_81F3BB,bank_81.asm,Pass70
CODE_81F3CA,Bank81_HeldItemMapActionBranch_81F3CA,bank_81.asm,Pass70
CODE_81F3D9,Bank81_HeldItemMapActionBranch_81F3D9,bank_81.asm,Pass70
CODE_81F3E5,Bank81_HeldItemMapActionBranch_81F3E5,bank_81.asm,Pass70
CODE_81F40D,Bank81_HeldItemMapActionBranch_81F40D,bank_81.asm,Pass70
CODE_81F42C,Bank81_HeldItemMapActionBranch_81F42C,bank_81.asm,Pass70
CODE_81F44C,Bank81_HeldItemMapActionBranch_81F44C,bank_81.asm,Pass70
CODE_81F458,Bank81_HeldItemMapActionBranch_81F458,bank_81.asm,Pass70
CODE_81F471,Bank81_HeldItemMapActionBranch_81F471,bank_81.asm,Pass70
CODE_81F480,Bank81_HeldItemMapActionBranch_81F480,bank_81.asm,Pass70
CODE_81F48F,Bank81_HeldItemMapActionBranch_81F48F,bank_81.asm,Pass70
CODE_81F556,Bank81_HeldItemMapActionBranch_81F556,bank_81.asm,Pass70
CODE_81F594,Bank81_HeldItemMapActionBranch_81F594,bank_81.asm,Pass70
CODE_81F5C2,Bank81_HeldItemMapActionBranch_81F5C2,bank_81.asm,Pass70
CODE_81F5C9,Bank81_HeldItemMapActionBranch_81F5C9,bank_81.asm,Pass70
CODE_81F5D0,Bank81_HeldItemMapActionBranch_81F5D0,bank_81.asm,Pass70
CODE_81F5EB,Bank81_HeldItemMapActionBranch_81F5EB,bank_81.asm,Pass70
CODE_81F5F7,Bank81_HeldItemMapActionBranch_81F5F7,bank_81.asm,Pass70
CODE_81F633,Bank81_HeldItemMapActionBranch_81F633,bank_81.asm,Pass70
CODE_81F650,Bank81_HeldItemMapActionBranch_81F650,bank_81.asm,Pass70
CODE_81F66C,Bank81_HeldItemMapActionBranch_81F66C,bank_81.asm,Pass70
CODE_81F69E,Bank81_HeldItemMapActionBranch_81F69E,bank_81.asm,Pass70
CODE_81F6B5,Bank81_HeldItemMapActionBranch_81F6B5,bank_81.asm,Pass70
CODE_81F6D6,Bank81_HeldItemMapActionBranch_81F6D6,bank_81.asm,Pass70
CODE_81F6E9,Bank81_HeldItemMapActionBranch_81F6E9,bank_81.asm,Pass70
CODE_81F6F0,Bank81_HeldItemMapActionBranch_81F6F0,bank_81.asm,Pass70
CODE_81F6F7,Bank81_HeldItemMapActionBranch_81F6F7,bank_81.asm,Pass70
CODE_81F712,Bank81_HeldItemMapActionBranch_81F712,bank_81.asm,Pass70
CODE_81F71E,Bank81_HeldItemMapActionBranch_81F71E,bank_81.asm,Pass70
CODE_81F75A,Bank81_HeldItemMapActionBranch_81F75A,bank_81.asm,Pass70
CODE_81F777,Bank81_HeldItemMapActionBranch_81F777,bank_81.asm,Pass70
CODE_81F794,Bank81_HeldItemMapActionBranch_81F794,bank_81.asm,Pass70
CODE_81F7C6,Bank81_HeldItemMapActionBranch_81F7C6,bank_81.asm,Pass70
CODE_81F7DD,Bank81_HeldItemMapActionBranch_81F7DD,bank_81.asm,Pass70
CODE_81F7FE,Bank81_HeldItemMapActionBranch_81F7FE,bank_81.asm,Pass70
CODE_81F83E,Bank81_HeldItemMapActionBranch_81F83E,bank_81.asm,Pass70
CODE_81F856,Bank81_HeldItemMapActionBranch_81F856,bank_81.asm,Pass70
CODE_81F858,Bank81_HeldItemMapActionBranch_81F858,bank_81.asm,Pass70
CODE_81F869,Bank81_HeldItemMapActionBranch_81F869,bank_81.asm,Pass70
CODE_81F890,Bank81_HeldItemMapActionBranch_81F890,bank_81.asm,Pass70
CODE_81F89D,Bank81_HeldItemMapActionBranch_81F89D,bank_81.asm,Pass70
CODE_81F8A9,Bank81_HeldItemMapActionBranch_81F8A9,bank_81.asm,Pass70
CODE_81F8B8,Bank81_HeldItemMapActionBranch_81F8B8,bank_81.asm,Pass70
CODE_81F8DA,Bank81_HeldItemMapActionBranch_81F8DA,bank_81.asm,Pass70
CODE_81F8FC,Bank81_HeldItemMapActionBranch_81F8FC,bank_81.asm,Pass70
CODE_81F91E,Bank81_HeldItemMapActionBranch_81F91E,bank_81.asm,Pass70
CODE_81F91F,Bank81_HeldItemMapActionBranch_81F91F,bank_81.asm,Pass70
CODE_81F968,Bank81_HeldItemMapActionBranch_81F968,bank_81.asm,Pass70
CODE_81F975,Bank81_HeldItemMapActionBranch_81F975,bank_81.asm,Pass70
CODE_81F981,Bank81_HeldItemMapActionBranch_81F981,bank_81.asm,Pass70
CODE_81F99B,Bank81_HeldItemMapActionBranch_81F99B,bank_81.asm,Pass70
CODE_81F9BD,Bank81_HeldItemMapActionBranch_81F9BD,bank_81.asm,Pass70
CODE_81F9DF,Bank81_HeldItemMapActionBranch_81F9DF,bank_81.asm,Pass70
CODE_81FA01,Bank81_HeldItemMapActionBranch_81FA01,bank_81.asm,Pass70
CODE_81FA23,Bank81_HeldItemMapActionBranch_81FA23,bank_81.asm,Pass70
CODE_81FA45,Bank81_HeldItemMapActionBranch_81FA45,bank_81.asm,Pass70
CODE_81FA46,Bank81_HeldItemMapActionBranch_81FA46,bank_81.asm,Pass70
CODE_81FA83,Bank81_HeldItemMapActionBranch_81FA83,bank_81.asm,Pass70
CODE_81FA95,Bank81_HeldItemMapActionBranch_81FA95,bank_81.asm,Pass70
